,ModelType,agents,decay_limit,discount_rate,epsilon,epsilon_decay,learning_rate,lookback,tn_mean_score,tn_mean_time,tn_rank,tr_cooperation_percentage,tr_cumul_regret,tr_cumul_reward,tr_defection_percentage,tr_final_loss,tr_mean_reward
106,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,2.0,435.6532258064516,3.9616729999999993,29.0,0.5055,233951.0,486049.0,0.4945,,2.0252041666666667
107,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,2.0,712.2741935483871,0.9067739999999996,25.0,0.8009791666666667,179656.0,540344.0,0.1990208333333333,,2.2514333333333334
108,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,2.0,775.3725806451613,2.106811,16.0,0.6740583333333333,201839.0,518161.0,0.3259416666666667,,2.1590041666666666
109,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,2.0,749.4629032258065,1.62689,14.0,0.5928083333333334,212036.0,507964.0,0.4071916666666667,,2.1165166666666666
110,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,2.0,470.0709677419355,4.791604,28.0,0.746525,196302.0,523698.0,0.253475,,2.182075
111,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,2.0,700.0661290322581,1.6421949999999998,25.0,0.6437583333333333,213101.0,506899.0,0.3562416666666667,,2.1120791666666667
112,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,2.0,426.3048387096774,6.357197000000001,31.0,0.4839625,233000.0,487000.0,0.5160375,,2.029166666666667
113,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,2.0,734.333870967742,1.899511,21.0,0.690675,204498.0,515502.0,0.309325,,2.147925
114,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,2.0,691.3983870967742,1.829572,24.0,0.7014833333333333,211006.0,508994.0,0.2985166666666666,,2.120808333333333
115,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,2.0,460.45,7.1242240000000026,30.0,0.6574291666666666,185377.0,534623.0,0.3425708333333333,,2.227595833333333
116,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,2.0,740.2967741935483,1.940187,17.0,0.7600041666666667,200477.0,519523.0,0.2399958333333333,,2.1646791666666667
117,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,2.0,473.9451612903226,8.305758999999998,27.0,0.6635916666666667,210369.0,509631.0,0.3364083333333333,,2.1234625
118,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,2.0,410.1290322580645,5.972326000000001,31.0,0.4783958333333333,231579.0,488421.0,0.5216041666666666,,2.0350875
119,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,4.0,432.8064516129032,6.579287999999999,31.0,0.6092708333333333,178932.0,541068.0,0.3907291666666667,,2.25445
120,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,4.0,415.81612903225806,6.085764999999999,30.0,0.3834708333333333,239668.0,480332.0,0.6165291666666667,,2.001383333333333
121,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,4.0,724.416129032258,1.760871,23.0,0.4316833333333333,249196.0,470804.0,0.5683166666666667,,1.9616833333333328
122,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,4.0,660.2564516129032,1.5554760000000003,25.0,0.6868416666666667,211842.0,508158.0,0.3131583333333333,,2.117325
123,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,4.0,504.31612903225806,6.2234820000000015,26.0,0.557125,204247.0,515753.0,0.442875,,2.1489708333333333
124,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,4.0,676.4629032258065,1.567473,24.0,0.4465541666666666,197655.0,522345.0,0.5534458333333333,,2.1764375
125,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,4.0,702.2774193548387,1.7701909999999998,25.0,0.4012166666666666,269147.0,450853.0,0.5987833333333333,,1.8785541666666667
126,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,4.0,448.983870967742,7.713608,28.0,0.5034291666666667,176968.0,543032.0,0.4965708333333333,,2.262633333333333
127,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,4.0,405.4612903225806,5.777221,31.0,0.4426333333333333,221120.0,498880.0,0.5573666666666667,,2.078666666666667
128,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,4.0,708.7064516129033,2.200062,25.0,0.651075,236095.0,483905.0,0.348925,,2.016270833333333
129,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,4.0,712.6645161290322,1.030371,25.0,0.55805,202212.0,517788.0,0.44195,,2.15745
130,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,4.0,447.9129032258065,3.4963460000000013,29.0,0.4569625,196303.0,523697.0,0.5430375,,2.1820708333333334
131,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,4.0,437.0532258064516,2.568806,31.0,0.4146958333333333,284294.0,435706.0,0.5853041666666666,,1.8154416666666664
132,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,4.0,635.6854838709677,0.7006540000000001,24.0,0.6013083333333333,220544.0,499456.0,0.3986916666666666,,2.0810666666666666
133,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,4.0,450.4241935483871,3.1724110000000003,30.0,0.4379958333333333,226418.0,493582.0,0.5620041666666666,,2.056591666666667
134,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,4.0,680.0887096774194,0.7480400000000001,25.0,0.7224458333333333,207312.0,512688.0,0.2775541666666666,,2.1362
135,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,4.0,730.6064516129032,0.7615540000000004,19.0,0.6093875,201701.0,518299.0,0.3906125,,2.1595791666666666
136,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,4.0,695.5967741935484,1.0111640000000004,25.0,0.4623625,189507.0,530493.0,0.5376375,,2.2103875
137,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,6.0,475.0241935483871,5.5657000000000005,27.0,0.5028041666666667,239318.0,480682.0,0.4971958333333333,,2.002841666666667
138,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,6.0,456.90806451612906,4.214847999999999,28.0,0.5510416666666667,213492.0,506508.0,0.4489583333333333,,2.11045
139,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,6.0,467.1774193548387,3.224156,27.0,0.46235,213826.0,506174.0,0.53765,,2.109058333333333
140,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,6.0,418.8532258064516,4.228276999999999,30.0,0.6346,197296.0,522704.0,0.3654,,2.1779333333333333
141,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,6.0,473.98870967741937,3.7775349999999994,26.0,0.5403291666666666,160283.0,559717.0,0.4596708333333333,,2.3321541666666668
142,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,6.0,473.3935483870968,5.639200999999998,26.0,0.5123,168506.0,551494.0,0.4877,,2.2978916666666667
143,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,6.0,687.0709677419355,1.1164289999999997,25.0,0.5023166666666666,249071.0,470929.0,0.4976833333333333,,1.9622041666666667
144,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,6.0,435.4532258064516,3.728538000000001,29.0,0.4474583333333333,259757.0,460243.0,0.5525416666666667,,1.9176791666666664
145,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,6.0,439.708064516129,4.376159,30.0,0.4221041666666666,256094.0,463906.0,0.5778958333333334,,1.9329416666666663
146,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,6.0,771.8661290322581,1.14164,9.0,0.6575708333333333,181714.0,538286.0,0.3424291666666667,,2.2428583333333334
147,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,6.0,675.2887096774193,1.0768779999999998,25.0,0.5468708333333333,185724.0,534276.0,0.4531291666666667,,2.22615
148,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,6.0,712.6161290322581,1.242873,22.0,0.5264125,172177.0,547823.0,0.4735875,,2.282595833333333
149,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,6.0,434.4870967741936,5.553875999999996,31.0,0.4707041666666666,215190.0,504810.0,0.5292958333333333,,2.103375
150,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,6.0,421.7596774193548,6.123530000000002,31.0,0.3958916666666666,253872.0,466128.0,0.6041083333333334,,1.9422
151,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,6.0,420.10967741935485,3.4142080000000004,31.0,0.4933333333333333,248274.0,471726.0,0.5066666666666667,,1.965525
152,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,6.0,470.0241935483871,3.437651,27.0,0.5971541666666667,173326.0,546674.0,0.4028458333333333,,2.277808333333333
153,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,6.0,442.7790322580645,3.901436,31.0,0.5985333333333334,167732.0,552268.0,0.4014666666666667,,2.3011166666666667
154,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,6.0,453.3935483870968,3.229163,30.0,0.5164958333333334,162341.0,557659.0,0.4835041666666667,,2.3235791666666668
155,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,8.0,692.7209677419355,0.725439,24.0,0.518475,237101.0,482899.0,0.481525,,2.012079166666666
156,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,8.0,683.416129032258,1.047721,25.0,0.4650208333333333,253169.0,466831.0,0.5349791666666667,,1.9451291666666664
157,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,8.0,736.3758064516129,1.2731999999999997,23.0,0.472575,255424.0,464576.0,0.527425,,1.9357333333333333
158,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,8.0,414.2741935483871,3.965972000000001,31.0,0.636275,187592.0,532408.0,0.363725,,2.218366666666667
159,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,8.0,746.7887096774193,1.4292630000000008,21.0,0.6200041666666667,185854.0,534146.0,0.3799958333333333,,2.225608333333333
160,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,8.0,454.02096774193546,3.935162,28.0,0.6120375,200400.0,519600.0,0.3879625,,2.165
161,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,8.0,447.9112903225807,3.757350999999999,29.0,0.4682,235016.0,484984.0,0.5318,,2.020766666666667
162,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,8.0,474.5306451612903,4.053349999999999,26.0,0.4625291666666666,236549.0,483451.0,0.5374708333333333,,2.0143791666666666
163,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,8.0,702.6774193548387,1.165218,25.0,0.4843708333333333,247099.0,472901.0,0.5156291666666667,,1.9704208333333333
164,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,8.0,432.6370967741936,3.237633,29.0,0.6286,203287.0,516713.0,0.3714,,2.1529708333333333
165,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,8.0,408.81935483870967,3.626326,31.0,0.6316708333333333,200790.0,519210.0,0.3683291666666666,,2.163375
166,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,8.0,719.6870967741935,1.2245340000000002,22.0,0.545025,181230.0,538770.0,0.454975,,2.244875
167,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,8.0,694.1790322580645,1.837893,25.0,0.5141416666666667,241796.0,478204.0,0.4858583333333333,,1.9925166666666667
168,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,8.0,689.3709677419355,1.045718,25.0,0.5297375,239047.0,480953.0,0.4702625,,2.0039708333333333
169,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,8.0,478.5435483870968,3.940409,26.0,0.4499208333333333,241828.0,478172.0,0.5500791666666667,,1.9923833333333332
170,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,8.0,729.108064516129,1.2405890000000002,19.0,0.6717875,198477.0,521523.0,0.3282125,,2.1730125
171,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,8.0,757.7112903225807,1.2297709999999995,18.0,0.5988375,177610.0,542390.0,0.4011625,,2.259958333333333
172,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,8.0,755.2548387096774,1.9634540000000005,19.0,0.5728708333333333,206988.0,513012.0,0.4271291666666666,,2.13755
173,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,10.0,432.1854838709677,5.535820999999999,31.0,0.5360708333333334,236853.0,483147.0,0.4639291666666666,,2.0131125
174,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,10.0,454.733870967742,7.572582999999998,30.0,0.5229125,236853.0,483147.0,0.4770875,,2.0131125
175,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,10.0,420.8967741935484,6.781932000000002,31.0,0.5732416666666666,228358.0,491642.0,0.4267583333333333,,2.0485083333333334
176,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,10.0,706.3112903225806,1.7332769999999995,24.0,0.6748291666666667,195195.0,524805.0,0.3251708333333333,,2.1866875
177,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,10.0,749.0709677419355,2.0190030000000005,18.0,0.6536041666666667,192239.0,527761.0,0.3463958333333333,,2.199004166666666
178,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,10.0,700.4532258064517,1.6708590000000003,23.0,0.6444041666666667,193395.0,526605.0,0.3555958333333333,,2.1941875
179,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,10.0,467.43064516129033,6.537308999999997,28.0,0.5333333333333333,238851.0,481149.0,0.4666666666666667,,2.0047875
180,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,10.0,457.89193548387095,4.855734,27.0,0.5611666666666667,222048.0,497952.0,0.4388333333333333,,2.0748
181,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,10.0,749.1064516129032,1.006692,24.0,0.5339,245524.0,474476.0,0.4661,,1.976983333333333
182,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,10.0,431.2790322580645,4.120902,29.0,0.6778333333333333,199440.0,520560.0,0.3221666666666666,,2.169
183,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,10.0,438.3435483870968,4.070524,31.0,0.6399208333333334,212792.0,507208.0,0.3600791666666667,,2.113366666666667
184,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,10.0,435.3322580645161,3.572124,30.0,0.6181541666666667,207218.0,512782.0,0.3818458333333333,,2.1365916666666664
185,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,10.0,460.39516129032256,3.842624,27.0,0.5962583333333333,204317.0,515683.0,0.4037416666666666,,2.1486791666666667
186,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,10.0,718.2548387096774,1.695795,21.0,0.5523208333333334,246776.0,473224.0,0.4476791666666667,,1.971766666666667
187,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,10.0,684.3596774193549,1.5109090000000005,24.0,0.5374875,222517.0,497483.0,0.4625125,,2.072845833333333
188,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,10.0,750.5564516129032,1.247776,20.0,0.693,194680.0,525320.0,0.307,,2.188833333333333
189,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,10.0,731.5661290322581,2.024074,22.0,0.6848833333333333,189901.0,530099.0,0.3151166666666666,,2.2087458333333334
190,TABULAR,"Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,10.0,759.8241935483871,1.0802380000000005,17.0,0.6150291666666666,215117.0,504883.0,0.3849708333333333,,2.1036791666666668
191,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,1.0,691.7983870967741,1.3453099999999996,22.0,0.89796,60499.0,539501.0,0.10204,,2.697505
192,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,1.0,665.1258064516129,1.018622,25.0,0.84242,75827.0,524173.0,0.15758,,2.620865
193,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,1.0,771.3225806451613,1.1688189999999996,16.0,0.854705,69620.0,530380.0,0.145295,,2.6519
194,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,1.0,447.3612903225807,4.0207250000000005,28.0,0.78683,71994.0,528006.0,0.21317,,2.64003
195,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,1.0,660.0387096774193,1.0737459999999996,25.0,0.771755,79291.0,520709.0,0.228245,,2.603545
196,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,1.0,700.7951612903225,1.2557810000000005,25.0,0.744995,82013.0,517987.0,0.255005,,2.589935
197,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,1.0,750.7193548387097,0.933221,19.0,0.69309,105929.0,494071.0,0.30691,,2.470355
198,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,1.0,676.0048387096774,1.246259,25.0,0.89219,67244.0,532756.0,0.10781,,2.66378
199,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,1.0,693.575806451613,1.3161470000000002,25.0,0.843225,75592.0,524408.0,0.156775,,2.62204
200,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,1.0,760.8274193548388,1.402689,20.0,0.795315,75415.0,524585.0,0.204685,,2.622925
201,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,1.0,762.5048387096774,1.2564789999999997,14.0,0.7691,79095.0,520905.0,0.2309,,2.604525
202,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,1.0,439.7532258064516,3.2489689999999998,30.0,0.73881,79321.0,520679.0,0.26119,,2.603395
203,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,1.0,672.7935483870967,1.1123439999999998,25.0,0.87589,74176.0,525824.0,0.12411,,2.62912
204,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,1.0,617.733870967742,0.7960039999999999,25.0,0.89188,63529.0,536471.0,0.10812,,2.682355
205,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,1.0,765.5370967741935,0.817975,11.0,0.879,68284.0,531716.0,0.121,,2.65858
206,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,1.0,670.6145161290323,0.8024709999999998,24.0,0.795095,71755.0,528245.0,0.204905,,2.641225
207,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,1.0,457.4193548387097,3.2302820000000008,27.0,0.772745,75671.0,524329.0,0.227255,,2.621645
208,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,1.0,481.3709677419355,5.078009,26.0,0.74497,83284.0,516716.0,0.25503,,2.58358
209,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,2.0,686.0370967741935,0.8882990000000001,25.0,0.73384,106681.0,493319.0,0.26616,,2.466595
210,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,2.0,679.4145161290322,1.0147589999999995,25.0,0.70355,104612.0,495388.0,0.29645,,2.47694
211,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,2.0,724.2241935483871,1.4082549999999998,20.0,0.81789,86938.0,513062.0,0.18211,,2.56531
212,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,2.0,697.5403225806451,1.0842439999999998,25.0,0.674785,85974.0,514026.0,0.325215,,2.57013
